id;parent_id;level;userName;userDisplay;likes;text;date;Duygu;Alt Duygu
19 yaşında iki öğrenci olan Ayşenur Halil ve İkbal Uzuner'in 4 Ekim 2024 tarihinde İstanbul'un Eyüpsultan ve Fatih ilçelerinde Semih Çelik tarafından katledildi. Ayşenur ve ikbal yaşasaydı bugün 20. Yaşında olacaklardı. Allah rahmet eylesin..;04 Ekim 2025 09:25;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
06 May 2025 10:34:19 GMT;Pozitif;Umutsuzluk
06 May 2025 11:22:16 GMT;Pozitif;Empati
06 May 2025 12:25:50 GMT;Pozitif;Empati
06 May 2025 12:42:34 GMT;Pozitif;Öfke
06 May 2025 18:35:26 GMT;Pozitif;Empati
07 May 2025 07:53:40 GMT;Nötr;Nötr
07 May 2025 07:57:33 GMT;Pozitif;Öfke
07 May 2025 08:54:29 GMT;Nötr;Nötr
07 May 2025 09:13:11 GMT;Nötr;Suçlama
07 May 2025 09:46:25 GMT;Nötr;Nötr
20 Oct 2023 14:05:38 GMT;Pozitif;İğrenme
20 Oct 2023 14:06:52 GMT;Pozitif;Empati
20 Oct 2023 14:09:39 GMT;Nötr;Nötr
20 Oct 2023 14:26:21 GMT;Pozitif;Empati
20 Oct 2023 14:45:58 GMT;Nötr;Nötr
20 Oct 2023 15:08:35 GMT;Pozitif;Suçlama
20 Oct 2023 15:37:54 GMT;Pozitif;Öfke
20 Oct 2023 15:44:22 GMT;Pozitif;Öfke
20 Oct 2023 16:36:56 GMT;Pozitif;Öfke
20 Oct 2023 19:22:09 GMT;Pozitif;Empati
20 Oct 2023 19:42:50 GMT;Nötr;Nötr
20 Oct 2023 20:15:35 GMT;Nötr;Suçlama
20 Oct 2023 21:04:14 GMT;Negatif;Suçlama
20 Oct 2023 21:44:36 GMT;Nötr;Nötr
20 Oct 2023 21:47:10 GMT;Pozitif;Öfke
20 Oct 2023 21:49:45 GMT;Pozitif;Nötr
20 Oct 2023 23:07:29 GMT;Pozitif;Suçlama
21 Oct 2023 00:10:09 GMT;Pozitif;Empati
21 Oct 2023 02:09:21 GMT;Nötr;Nötr
21 Oct 2023 04:08:41 GMT;Negatif;Suçlama
21 Oct 2023 04:27:13 GMT;Pozitif;Suçlama
21 Oct 2023 05:19:52 GMT;Nötr;Nötr
21 Oct 2023 05:52:39 GMT;Pozitif;Suçlama
21 Oct 2023 06:47:17 GMT;Pozitif;İğrenme
21 Oct 2023 07:22:18 GMT;Nötr;Nötr
21 Oct 2023 07:54:34 GMT;Nötr;Nötr
21 Oct 2023 09:11:47 GMT;Pozitif;Empati
21 Oct 2023 10:09:14 GMT;Nötr;Nötr
21 Oct 2023 10:40:41 GMT;Negatif;Suçlama
21 Oct 2023 10:54:10 GMT;Negatif;Suçlama
21 Oct 2023 10:55:34 GMT;Nötr;Şok
21 Oct 2023 10:57:12 GMT;Nötr;Nötr
21 Oct 2023 10:59:09 GMT;Nötr;Nötr
21 Oct 2023 12:42:28 GMT;Pozitif;Suçlama
21 Oct 2023 13:15:50 GMT;Nötr;Nötr
21 Oct 2023 14:29:25 GMT;Nötr;Nötr
21 Oct 2023 14:30:02 GMT;Negatif;Suçlama
21 Oct 2023 14:36:30 GMT;Pozitif;Öfke
21 Oct 2023 14:41:28 GMT;Nötr;Nötr
21 Oct 2023 14:42:27 GMT;Nötr;Nötr
21 Oct 2023 14:42:48 GMT;Nötr;Nötr
21 Oct 2023 14:43:24 GMT;Pozitif;Empati
21 Oct 2023 14:44:30 GMT;Pozitif;Umutsuzluk
21 Oct 2023 19:31:42 GMT;Pozitif;Empati
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
haberi paylaşmaya gelince en öndesiniz. Her konuda!!!! Merak ettim ?? @muhendisyenn;05.12.2022;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
koca olmadın hatta hiç yaşamasınlar. Artık caydırıcı cezaların zamanı geldi de geçmedimi;05.12.2022;Pozitif;Empati
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
böylelerini de yumruk manyağı yapasım geliyor 😬;04.12.2022;Pozitif;Öfke
ne polisi hiçbir şeye yaramıyor.Elinde kanıt var kadının neden hala serbest bu şahıs?yazık değil mi psikolojik işkence resmen;04.12.2022;Pozitif;Suçlama
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
paralari tahsil ettik. Bu giden canlarin bedelini nasil odeyeceksiniz?;04.12.2022;Nötr;Empati
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
katili ile aynı karede…;30.08.2025;Nötr;Nötr
15 yaşında sevgili eskittiği gerçeğini değiştiriyor mu sevgili nalancanan hanım? Ben bundan bahsettim 15 yaşında daha çocuk yaşta sevgilisi kelimesi yeterince kötüyken bir de eski sevgilisi belki de 15 inden de küçük yaşta sevgili yapmış ah kızlarımız ☹️;31.08.2025;Negatif;Suçlama
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
daha 14ünde elde silah bıçak katliam yapıyorlar dedik.Mücadele eden Yasemine ve destek veren bizlere hakaretler... Ne diyelim Allah vicdan versin;31.08.2025;Pozitif;Empati
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
Allah geride kalan ailesine sabır versin.;31.08.2025;Pozitif;Empati
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
ilgi kırıntısının peşinden gitmesinler…;31.08.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
adamın suç kaydınin olduğunu hatta işledigi suçları vs eminim senden iyi biliyordur zaten ballandıra ballandıra kendi anlatmıştır. asıl soru şu olmalı buna rağmen kadınlar neden iyi erkekleri değil bu zibidileri tercih ediyor..neden evlilik çağına gelenler iffetini bozuyor;31.08.2025;Negatif;Suçlama
"artık sevgili değiller anlamına gelir. Sanki sanki kızın birçok sevgilisi varmış gibi?"";31.08.2025;Nötr;Nötr"
emreyle evlenen;26.07.2025;Negatif;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
sadece resmi nikahla mumkundur. Degistirin şu yazı dilinizi artik.;26.07.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
kesin saçmalamayın yaa. Bırakın artık şu kadın erkek ayrımını. Ne biliyanda ne konuşuyon...;10.03.2025;Nötr;Nötr
